Resolution,Subsamples,Blobiness,M0,M1,M2
800,16,2,0.6553,1908.8397538817885,9
800,16,2,0.567475,1812.9585489084068,3
800,16,2,0.49075,1930.5331880577403,3
800,16,2,0.505075,1968.7941187080887,4
800,16,2,0.48535,1956.3616151824865,4
800,16,2,0.472375,1941.5392847121504,5
800,16,2,0.6205,1980.403245742829,9
800,16,2,0.579925,1846.3738084913064,7
800,16,2,0.43585,1938.3027406794408,3
800,16,2,0.45905,1719.2072862499358,5
800,16,2,0.663625,1999.006276123159,13
800,16,2,0.555725,1992.953498274524,7
800,16,2,0.45285,2001.835749268432,2
800,25,2,0.5993359375,1345.4062043356596,4
800,25,2,0.6187890625,1259.2346314604056,7
800,25,2,0.5626953125,1247.862048458375,7
800,25,2,0.6634765625,1222.908729652601,8
800,25,2,0.5832421875,1387.3412331782038,6
800,25,2,0.531484375,1270.3473298326137,4
800,25,2,0.5490625,1253.4894654563448,4
800,25,2,0.57921875,1302.9331162702406,6
800,25,2,0.3286328125,1199.7909806465098,-2
800,25,2,0.64546875,1270.583873865323,7
800,25,2,0.5144921875,1275.4833688019348,5
800,25,2,0.555078125,1178.625504425666,4
800,25,2,0.503828125,1440.844804515672,4
800,25,2,0.503671875,1443.1229791087242,5
800,25,2,0.48359375,1306.9686501761737,5
800,25,2,0.4451171875,1278.4001076812494,3
800,25,2,0.6033203125,1072.1280297426074,7
800,25,2,0.5538671875,1361.3717164502532,6
800,25,2,0.585625,1235.8387078612625,6
800,25,2,0.397109375,1309.3767670841364,3
800,25,2,0.466328125,1204.3940110268395,4
800,25,2,0.631640625,1498.0874452027913,6
800,25,2,0.6338671875,1492.1168824543142,9
800,25,2,0.5457421875,1269.5067093990478,6
800,25,2,0.46890625,1422.5199487283942,3
800,64,2,0.5047,602.770598642227,1
800,64,2,0.7547,506.0010460205266,3
800,64,2,0.4954,529.5990257669732,4
800,64,2,0.6429,668.2680733252854,4
800,64,2,0.6357,594.3919189857867,3
800,64,2,0.7548,699.6761902332486,4
800,64,2,0.4751,621.6223663640861,1
800,64,2,0.677,544.5340546095176,6
800,64,2,0.5264,618.1381310103741,3
800,64,2,0.5592,624.2680733252853,4
800,64,2,0.7489,642.7056274847714,6
800,64,2,0.3998,684.4335495461293,2
800,64,2,0.578,630.5756851698602,3
800,64,2,0.3213,477.31475451951127,1
800,64,2,0.6691,626.2325394193525,5
800,64,2,0.8,539.6223663640862,3
800,64,2,0.5143,529.8000358937499,1
800,64,2,0.5764,700.2741699796952,1
800,64,2,0.4365,561.333044482741,1
800,64,2,0.4398,526.7411613907042,2
800,64,2,0.6224,541.7766952966368,3
800,64,2,0.3123,538.1320343559643,1
800,64,2,0.4491,496.6639969244288,2
800,64,2,0.4998,669.5462479183374,3
800,64,2,0.4219,578.8711037056154,1
800,64,2,0.7573,570.770598642227,3
800,64,2,0.4718,602.8416664540925,1
800,64,2,0.6149,641.889393668845,3
800,64,2,0.663,681.5401512639276,4
800,64,2,0.4226,620.5817818242701,3
800,64,2,0.4808,658.6883835420683,2
800,64,2,0.5117,624.2853172679885,2
800,64,2,0.6489,647.8954903232549,7
800,64,2,0.4376,683.9249275747777,1
800,64,2,0.6805,707.0609665440988,2
800,64,2,0.4225,573.770598642227,2
800,64,2,0.6918,655.0132393293463,2
800,64,2,0.5129,650.4518395093589,5
800,64,2,0.4727,557.8832970144351,4
800,64,2,0.5145,625.6173157302029,3
800,64,2,0.3704,459.79393923934,2
800,64,2,0.4326,504.6761902332486,2
800,64,2,0.8055,548.492424049175,5
800,64,2,0.5735,731.9726547895302,4
800,64,2,0.5213,626.0254326381661,3
800,64,2,0.5937,575.3624817342637,2
800,64,2,0.3329,478.6406563273158,0
800,64,2,0.4233,604.9482681718907,4
800,64,2,0.339,383.1848122046001,2
800,64,2,0.3608,459.0254326381661,2
800,64,2,0.5879,630.6173157302029,5
800,64,2,0.6381,662.7178207935912,7
800,64,2,0.5245,589.6761902332486,2
800,64,2,0.7251,696.0254326381661,6
800,64,2,0.4512,560.469083452062,3
800,64,2,0.3264,535.9482681718906,1
800,64,2,0.6547,502.43354954612926,3
800,64,2,0.4817,517.6639969244288,4
800,64,2,0.6474,654.2264427649427,3
800,64,2,0.7811,581.959415460184,3
800,64,2,0.537,690.866053071732,3
800,64,2,0.4363,556.1726188957804,1
800,64,2,0.4285,549.445742854949,1
800,64,2,0.6053,563.0020920410531,4
800,100,2,0.4815625,389.7462120245875,1
800,100,2,0.5234375,424.13708498984766,2
800,100,2,0.6659375,334.26093065034894,2
800,100,2,0.5175,354.99494936611666,2
800,100,2,0.6175,464.5868324581535,3
800,100,2,0.53453125,412.237590053236,3
800,100,2,0.84359375,467.8589103967956,4
800,100,2,0.6440625,356.3675323681472,2
800,100,2,0.50203125,413.3380951166243,2
800,100,2,0.7415625,429.75840533340727,4
800,100,2,0.66015625,521.3563850798539,3
800,100,2,0.7321875,312.64570696119915,5
800,100,2,0.590625,505.5929291125633,3
800,100,2,0.70109375,495.5218613006979,3
800,100,2,0.38546875,418.8944443027284,1
800,100,2,0.71328125,420.6579002700189,4
800,100,2,0.39078125,445.1076477383248,2
800,100,2,0.77546875,356.22539674441623,3
800,100,2,0.49453125,483.9716087690037,2
800,100,2,0.59484375,447.1665222413704,2
800,100,2,0.4184375,294.2497833620557,2
800,100,2,0.1965625,283.095454429505,-1
800,100,2,0.660625,440.3919189857867,2
800,100,2,0.61140625,427.21424945612296,3
800,100,2,0.58796875,470.0365799264592,5
800,100,2,0.50671875,418.8589103967956,1
800,100,2,0.28203125,305.50966799187813,1
800,100,2,0.37234375,343.75230867899734,0
800,100,2,0.73953125,481.6223663640862,4
800,100,2,0.82015625,346.46803743153544,2
800,100,2,0.73,436.0660171779822,3
800,100,2,0.7809375,463.8650070512055,4
800,100,2,0.61734375,379.7462120245875,3
800,100,2,0.306875,323.6162697096763,2
800,100,2,0.5465625,417.1787155501903,2
800,100,2,0.675625,410.9949493661167,2
800,100,2,0.434375,511.0843071412118,1
800,100,2,0.22578125,301.75230867899734,1
800,100,2,0.66,423.21424945612296,4
800,100,2,0.3621875,360.5868324581534,2
800,100,2,0.32546875,341.8883476483185,1
800,100,2,0.7184375,313.7462120245875,3
800,100,2,0.5625,455.6995308303615,3
800,100,2,0.41953125,262.16042558696057,2
800,100,2,0.49328125,450.7289680818844,2
800,100,2,0.550625,541.0132393293463,2
800,100,2,0.5653125,437.27312395916863,2
800,100,2,0.43453125,438.4274528917194,3
800,100,2,0.48234375,406.69343417595167,2
800,100,2,0.51734375,346.64570696119915,2
800,100,2,0.54421875,449.5218613006978,4
800,100,2,0.46984375,449.0132393293463,4
800,100,2,0.66078125,363.5807358037436,4
800,100,2,0.5775,355.0426765808692,2
800,100,2,0.42109375,351.58073580374355,2
800,100,2,0.5503125,480.27922061357856,1
800,100,2,0.56015625,400.9005409571382,3
800,100,2,0.4546875,307.6223663640862,2
800,100,2,0.439375,347.86500705120545,3
800,100,2,0.4953125,424.936074863071,2
800,100,2,0.44,454.0660171779822,2
800,100,2,0.5434375,446.4863273947651,4
800,100,2,0.79078125,377.6162697096763,4
800,100,2,0.64296875,395.4152595828996,3
800,100,2,0.5084375,367.6223663640863,2
800,100,2,0.6340625,478.6223663640862,2
800,100,2,0.795625,396.2670273047588,3
800,100,2,0.55484375,495.1259377015545,3
800,100,2,0.42578125,468.1076477383248,2
800,100,2,0.3540625,474.68733752154174,3
800,100,2,0.46921875,303.9888527117068,2
800,100,2,0.3278125,304.8883476483185,1
800,100,2,0.40046875,450.2436867076458,2
800,100,2,0.5790625,377.3675323681471,3
800,100,2,0.6696875,449.9838020778235,5
800,100,2,0.40328125,418.8650070512055,2
800,100,2,0.63703125,404.2020561473032,2
800,100,2,0.355,326.5512985522207,2
800,100,2,0.42625,247.09545442950497,2
800,100,2,0.38234375,351.45079348883235,2
800,100,2,0.30984375,353.2020561473032,1
800,100,2,0.16921875,265.57463914933373,0
800,100,2,0.48296875,492.8122292025696,3
800,100,2,0.68421875,472.770598642227,4
800,100,2,0.7175,499.0365799264593,4
800,100,2,0.6190625,470.4507934888324,4
800,100,2,0.71359375,464.6162697096763,2
800,100,2,0.5984375,397.1076477383248,4
800,100,2,0.3775,500.3563850798539,1
800,100,2,0.426875,422.59292911256335,2
800,100,2,0.76421875,461.6223663640862,4
800,100,2,0.62203125,369.7167747730646,3
800,100,2,0.55015625,487.82337649086287,2
800,100,2,0.80921875,368.8528137423857,2
800,100,2,0.6925,500.8528137423857,2
800,100,2,0.50640625,485.326947828331,2
800,100,2,0.4565625,415.373629022557,2
800,100,2,0.414375,366.78784258493016,2
800,100,2,0.43984375,432.0426765808692,1
800,100,2,0.63140625,392.8355697996826,3
900,4,2,0.5797876543209877,7590.922686856944,22
900,4,2,0.5588148148148148,7547.638415609483,13
900,4,2,0.566725925925926,8021.616121032895,18
900,4,2,0.5051654320987654,7022.529721850632,9
900,9,2,0.6134777777777778,3594.414572499872,14
900,9,2,0.5532222222222222,3380.0186489007283,8
900,9,2,0.5759777777777778,3620.213562373095,9
900,9,2,0.5707111111111111,4025.8958492607526,11
900,9,2,0.5229888888888888,3574.480589677854,7
900,9,2,0.4185,3056.1008640008868,3
900,9,2,0.5680111111111111,3781.485640311737,11
900,9,2,0.5458888888888889,3521.095813367004,7
900,9,2,0.6048333333333333,3342.154687870049,11
900,16,2,0.5914469135802469,2268.296644025031,8
900,16,2,0.5762567901234568,2056.5098474606275,7
900,16,2,0.6217086419753086,2215.735244205044,6
900,16,2,0.594804938271605,2134.095633898254,8
900,16,2,0.5836641975308642,2036.5159441150367,8
900,16,2,0.5677827160493827,2211.629688507772,8
900,16,2,0.4444049382716049,1984.5392847121504,1
900,16,2,0.5743407407407407,2231.297690045558,6
900,16,2,0.6034567901234568,2355.6763697019974,6
900,16,2,0.5612444444444444,2224.3860018001265,8
900,16,2,0.4597728395061728,1818.6570337182416,4
900,16,2,0.3372049382716049,1976.0783899555515,1
900,16,2,0.5105975308641976,2321.2611101190982,5
900,16,2,0.591604938271605,2478.529183444384,8
900,16,2,0.5230419753086419,2009.550432000444,1
900,16,2,0.700641975308642,2076.4804102091043,12
900,25,2,0.5847530864197531,1579.8031739553294,6
900,25,2,0.5983333333333334,1388.282358675158,6
900,25,2,0.6463580246913581,1399.5371926710973,5
900,25,2,0.656820987654321,1628.4488809165284,7
900,25,2,0.5854938271604938,1473.738202797874,5
900,25,2,0.6616975308641976,1360.0813485483814,7
900,25,2,0.577253086419753,1545.2955980045042,8
900,25,2,0.4660802469135802,1127.3178925810907,3
900,25,2,0.4698765432098765,1236.5777772109132,2
900,25,2,0.479537037037037,1464.6082604829626,2
900,25,2,0.4712345679012346,1526.7920266670365,4
900,25,2,0.5875308641975309,1511.0407640085652,7
900,25,2,0.4953703703703703,1199.9392129246503,2
900,25,2,0.5437037037037037,1030.3940110268395,4
900,25,2,0.457716049382716,1558.1768029778866,3
900,25,2,0.6528703703703703,1454.0285706997456,6
900,25,2,0.6462654320987654,1430.9625535217633,5
900,25,2,0.4630555555555555,1350.507755419574,3
900,25,2,0.4632407407407407,1276.702668891941,4
900,25,2,0.4837654320987654,1329.265114732455,3
900,25,2,0.424074074074074,1473.430590953299,3
900,25,2,0.614320987654321,1673.099638511611,7
900,25,2,0.5259876543209877,1271.6965722375312,3
900,25,2,0.6037345679012346,1168.0447686219222,7
900,25,2,0.6565123456790124,1500.6915216036475,8
900,36,2,0.5899555555555556,1271.2163414971758,4
900,36,2,0.7199111111111111,988.2924599429248,6
900,36,2,0.4626222222222222,981.38791437243,3
900,36,2,0.7016888888888889,1109.6366517139588,4
900,36,2,0.5976,1200.9503602129437,5
900,36,2,0.6305333333333333,1086.7249634685274,5
900,36,2,0.6017333333333333,1016.9259735953042,4
900,36,2,0.5423111111111111,996.9026329981912,7
900,36,2,0.6485333333333333,974.4823227814084,6
900,36,2,0.4000444444444444,915.269119345812,2
900,36,2,0.5904888888888888,1016.1919548795364,3
900,36,2,0.4852888888888889,1062.2752160002217,2
900,36,2,0.5839555555555556,1221.77878733769,4
900,36,2,0.5414666666666667,1052.4112549695428,4
900,36,2,0.5276,1208.5422433049805,4
900,36,2,0.4961777777777778,987.4528855298856,3
900,36,2,0.5434222222222223,958.9737008100568,2
900,36,2,0.5840888888888889,1095.3940110268395,6
900,36,2,0.5957777777777777,1265.134126397017,3
900,36,2,0.5616444444444444,1165.4295449327726,5
900,36,2,0.5304444444444445,1027.802127934803,4
900,36,2,0.5377333333333333,951.3696244092002,4
900,36,2,0.2257777777777777,638.4812767608818,2
900,36,2,0.3207111111111111,914.2457787486989,2
900,36,2,0.5925777777777778,985.1269837220808,4
900,36,2,0.7144888888888888,1053.3340905032674,5
900,36,2,0.5864888888888888,964.7016228714144,4
900,36,2,0.4290222222222222,891.3401871576774,2
900,36,2,0.4912444444444444,1043.3351365237938,1
900,36,2,0.6057333333333333,1039.2874093090415,5
900,36,2,0.4552444444444444,1073.0447686219222,3
900,36,2,0.5097333333333334,1114.494516090228,5
900,36,2,0.5541333333333334,1237.4295449327724,5
900,36,2,0.6139111111111111,1078.2041481883562,3
900,36,2,0.6430222222222223,820.7655480083437,6
900,36,2,0.6793333333333333,989.6244584051392,7
900,81,2,0.4919,610.3919189857867,1
900,81,2,0.7054,544.6700935788386,2
900,81,2,0.7026,517.8000358937499,4
900,81,2,0.4531,515.9838020778234,3
900,81,2,0.6946,529.770598642227,2
900,81,2,0.7827,538.0426765808692,3
900,81,2,0.6771,631.6822868876584,4
900,81,2,0.4765,610.2497833620557,4
900,81,2,0.6545,571.0426765808692,2
900,81,2,0.565,532.79393923934,4
900,81,2,0.6062,608.2203461105329,4
900,81,2,0.7662,565.0132393293463,4
900,81,2,0.3968,550.048773235279,2
900,81,2,0.4722,521.4629867976522,2
900,81,2,0.5405,554.7056274847714,3
900,81,2,0.6589,612.7645019878171,3
900,81,2,0.7635,388.6223663640862,3
900,81,2,0.4993,528.5756851698602,3
900,81,2,0.7251,535.0782104868018,3
900,81,2,0.4854,499.0071426749364,1
900,81,2,0.4735,463.8477631085024,3
900,81,2,0.7593,546.0904037956217,5
900,81,2,0.5577,501.6051224213832,2
900,81,2,0.3221,314.7462120245875,2
900,81,2,0.5606,465.4152595828996,3
900,81,2,0.4423,474.19090885901,2
900,81,2,0.4511,500.8355697996826,2
900,81,2,0.513,700.8599564173221,2
900,81,2,0.7567,541.1015510839148,3
900,81,2,0.5794,670.0609665440987,4
900,81,2,0.5674,646.2447327281724,4
900,81,2,0.46,544.0071426749364,2
900,81,2,0.387,422.1076477383248,1
900,81,2,0.2925,460.912734265958,0
900,81,2,0.5752,621.6761902332485,3
900,81,2,0.5421,516.2558800164655,2
900,81,2,0.5179,635.9482681718907,3
900,81,2,0.5051,534.4213562373095,1
900,81,2,0.4937,594.8711037056154,1
900,81,2,0.5612,620.5046173579947,2
900,81,2,0.6488,681.605122421383,3
900,81,2,0.6305,557.6639969244288,3
900,81,2,0.7066,421.8650070512055,2
900,81,2,0.5535,552.7411613907042,3
900,81,2,0.439,533.0904037956216,2
900,81,2,0.5128,666.9015869776648,3
900,81,2,0.5609,469.1787155501902,3
900,81,2,0.6969,632.7117241391813,4
900,81,2,0.4099,490.8416664540925,2
900,81,2,0.4555,559.4213562373095,3
900,81,2,0.5866,441.0071426749364,3
900,81,2,0.0184,72.38477631085023,1
900,81,2,0.2507,425.0782104868019,1
900,81,2,0.3885,414.5340546095176,2
900,81,2,0.5164,631.2264427649427,3
900,81,2,0.8743,524.7878425849301,5
900,81,2,0.5885,659.2203461105329,2
900,81,2,0.6395,442.07821048680194,2
900,81,2,0.5127,411.2203461105329,3
900,81,2,0.4999,480.7056274847714,2
900,81,2,0.6102,540.0904037956217,1
900,81,2,0.3606,629.7645019878171,1
900,81,2,0.5931,585.9604614807105,2
900,81,2,0.5307,504.32085117392114,2
900,81,2,0.3572,487.1726188957804,1
900,81,2,0.7426,593.6579002700189,3
900,81,2,0.3987,534.6345596729059,1
900,81,2,0.3153,409.3208511739212,1
900,81,2,0.4836,547.0548698896889,2
900,81,2,0.3993,456.1198410471445,1
900,81,2,0.6789,620.19090885901,3
900,81,2,0.7242,642.8772003600252,2
900,81,2,0.4087,572.5340546095176,1
900,81,2,0.5083,556.3919189857866,3
900,81,2,0.5854,661.7827919510468,4
900,81,2,0.6588,581.9898987322333,4
900,81,2,0.7566,452.8589103967957,4
900,81,2,0.6479,550.634559672906,3
900,81,2,0.7534,464.7045814642449,3
900,81,2,0.7215,652.9188309203678,4
900,81,2,0.6023,450.8294731452727,2
900,100,2,0.4830864197530864,511.5573952066305,1
900,100,2,0.7043209876543209,456.4446968344225,2
900,100,2,0.6487654320987655,535.2731239591686,1
900,100,2,0.4330864197530864,476.5573952066306,2
900,100,2,0.6249382716049383,390.4507934888324,2
900,100,2,0.7854320987654321,494.5512985522207,2
900,100,2,0.8106172839506173,415.1726188957804,3
900,100,2,0.649753086419753,520.8772003600252,6
900,100,2,0.4630864197530864,499.9655121145938,2
900,100,2,0.6662962962962963,441.515764646288,2
900,100,2,0.6377777777777778,408.2020561473032,5
900,100,2,0.5138271604938272,509.4924240491749,4
900,100,2,0.9318518518518518,464.7523086789973,4
900,100,2,0.3796296296296296,461.62846301849606,1
900,100,2,0.5567901234567901,463.9655121145938,3
900,100,2,0.6182716049382716,459.2914139223983,3
900,100,2,0.4388888888888889,469.1553749530772,3
900,100,2,0.7280246913580247,426.3441917710342,3
900,100,2,0.6897530864197531,397.82337649086287,2
900,100,2,0.5228395061728395,463.7766952966369,3
900,100,2,0.7132098765432099,418.2436867076458,4
900,100,2,0.4085185185185185,504.770598642227,1
900,100,2,0.2745679012345679,462.07211383239206,1
900,100,2,0.7175308641975309,486.5340546095176,4
900,100,2,0.5690123456790124,488.34419177103416,3
900,100,2,0.1962962962962963,283.7645019878171,0
900,100,2,0.5104938271604939,326.02438661763955,2
900,100,2,0.7162962962962963,433.373629022557,3
900,100,2,0.3574074074074074,432.0071426749364,1
900,100,2,0.4834567901234567,411.9655121145938,1
900,100,2,0.5933333333333334,533.9421715174808,3
900,100,2,0.9317283950617284,395.0538238691624,4
900,100,2,0.645679012345679,506.1076477383247,4
900,100,2,0.6712345679012346,538.0609665440987,4
900,100,2,0.6733333333333333,383.515764646288,2
900,100,2,0.425679012345679,386.0365799264593,2
900,100,2,0.2030864197530864,208.16042558696057,1
900,100,2,0.4496296296296296,469.5340546095176,0
900,100,2,0.587283950617284,462.3086578651015,2
900,100,2,0.49,523.4629867976521,2
900,100,2,0.4114814814814815,555.912734265958,3
900,100,2,0.4516049382716049,491.1015510839149,1
900,100,2,0.4664197530864197,468.0365799264592,2
900,100,2,0.6882716049382716,472.8355697996826,4
900,100,2,0.3646913580246914,396.1431816442575,1
900,100,2,0.6020987654320987,440.9360748630709,3
900,100,2,0.7124691358024692,482.1848122046001,3
900,100,2,0.5895061728395061,331.39696961967,1
900,100,2,0.6483950617283951,583.770598642227,3
900,100,2,0.6253086419753087,541.4568901432423,3
900,100,2,0.5159259259259259,398.0426765808692,2
900,100,2,0.5059259259259259,523.2497833620557,2
900,100,2,0.6554320987654321,385.9005409571382,3
900,100,2,0.54,524.3685783886737,4
900,100,2,0.6507407407407407,433.79393923934,4
900,100,2,0.3639506172839506,337.82337649086287,1
900,100,2,0.5680246913580247,340.651803615609,2
900,100,2,0.3048148148148148,272.7462120245875,1
900,100,2,0.2812345679012346,393.32085117392114,1
900,100,2,0.2759259259259259,365.3147545195113,2
900,100,2,0.5090123456790123,492.9898987322333,2
900,100,2,0.7622222222222222,325.7228714274745,5
900,100,2,0.6985185185185185,463.5218613006978,5
900,100,2,0.4233333333333333,350.99494936611666,2
900,100,2,0.3732098765432098,407.5279579551077,2
900,100,2,0.5571604938271605,349.68733752154174,3
900,100,2,0.4253086419753086,401.75840533340727,3
900,100,2,0.1823456790123457,216.7401153701776,1
900,100,2,0.3511111111111111,344.1431816442575,2
900,100,2,0.3635802469135802,437.11374439273465,2
900,100,2,0.5207407407407407,494.79393923934,3
900,100,2,0.8195061728395062,448.79393923934,4
900,100,2,0.7104938271604938,517.8589103967955,2
900,100,2,0.7527160493827161,460.4091629284897,2
900,100,2,0.6095061728395061,470.492424049175,3
900,100,2,0.3123456790123456,356.45079348883235,1
900,100,2,0.6595061728395062,498.3919189857867,3
900,100,2,0.5858024691358025,502.7056274847714,4
900,100,2,0.494320987654321,433.0304832720494,1
900,100,2,0.7260493827160494,510.8711037056154,3
900,100,2,0.5416049382716049,476.62846301849606,2
900,100,2,0.2074074074074074,390.3086578651015,2
900,100,2,0.6506172839506172,460.61626970967626,4
900,100,2,0.5512345679012346,523.8355697996826,2
900,100,2,0.3754320987654321,454.49242404917504,2
900,100,2,0.3102469135802469,372.2436867076458,1
900,100,2,0.3225925925925926,253.30865786510145,1
900,100,2,0.5669135802469136,392.9360748630709,3
900,100,2,0.7583950617283951,478.2853172679884,5
900,100,2,0.6232098765432099,553.9421715174808,2
900,100,2,0.352716049382716,476.8294731452728,0
900,100,2,0.5945679012345679,480.1076477383248,4
900,100,2,0.6016049382716049,437.4507934888324,3
900,100,2,0.6538271604938272,587.8477631085024,3
900,100,2,0.5918518518518519,503.0071426749364,2
900,100,2,0.8264197530864198,414.1248916810279,3
900,100,2,0.6208641975308642,363.82337649086287,3
900,100,2,0.904567901234568,385.9411254969543,4
900,100,2,0.6534567901234568,548.1553749530772,4
900,100,2,0.5909876543209877,411.0304832720494,2
1000,4,2,0.544896,8443.634410996125,19
1000,4,2,0.535908,8955.755298063797,17
1000,4,2,0.547892,8498.599923110718,14
1000,4,2,0.564624,8507.365471119065,19
1000,16,2,0.516768,2460.120020515893,4
1000,16,2,0.636752,2302.8052659963823,11
1000,16,2,0.536688,2523.263202160151,5
1000,16,2,0.569968,2412.303786699967,9
1000,16,2,0.49304,2539.221571599808,6
1000,16,2,0.533024,2435.2743494484444,6
1000,16,2,0.569968,2511.4997461928606,8
1000,16,2,0.467008,2448.8895731375947,4
1000,16,2,0.596112,2543.3393206059,8
1000,16,2,0.46224,2073.2205255792824,4
1000,16,2,0.496096,2428.6540751254115,7
1000,16,2,0.587296,2442.173844385056,6
1000,16,2,0.623152,2404.084486609961,8
1000,16,2,0.510064,2412.049998724555,5
1000,16,2,0.59032,2341.978930912689,9
1000,16,2,0.584784,2342.895669792004,9
1000,25,2,0.5635,1626.3067452927978,6
1000,25,2,0.55655,1763.1940469205897,2
1000,25,2,0.534225,1762.2356774809325,3
1000,25,2,0.583225,1589.0346673541555,7
1000,25,2,0.643975,1602.7686860699232,8
1000,25,2,0.5153,1747.650937063832,7
1000,25,2,0.5745,1460.2407281148155,6
1000,25,2,0.564775,1632.4255403194154,6
1000,25,2,0.588625,1617.076297914498,6
1000,25,2,0.455425,1672.850901170082,3
1000,25,2,0.577825,1581.5971131946694,7
1000,25,2,0.3596,1442.8803384216048,2
1000,25,2,0.3726,1465.1057351660208,2
1000,25,2,0.69815,1788.9108216936545,8
1000,25,2,0.4727,1588.0874452027913,3
1000,25,2,0.735275,1657.099638511611,11
1000,25,2,0.407175,1494.850901170082,0
1000,25,2,0.54185,1582.1118318204308,8
1000,25,2,0.570575,1862.1362184380705,2
1000,25,2,0.563775,1671.5027047856909,5
1000,25,2,0.52405,1853.845850536199,2
1000,25,2,0.6398,1618.940258945177,6
1000,25,2,0.445,1600.4905114768712,3
1000,25,2,0.61765,1533.3656197958433,8
1000,25,2,0.602125,1716.2600640985715,7
1000,64,2,0.476672,726.2152954766495,2
1000,64,2,0.73088,711.2558800164655,4
1000,64,2,0.483776,866.1086937588512,3
1000,64,2,0.61984,701.1726188957804,4
1000,64,2,0.584,889.2924599429248,3
1000,64,2,0.592704,711.889393668845,4
1000,64,2,0.475904,837.1970055134199,4
1000,64,2,0.79616,757.6406563273158,4
1000,64,2,0.50976,698.6173157302029,3
1000,64,2,0.34976,702.889393668845,2
1000,64,2,0.6784,700.3269478283311,4
1000,64,2,0.764992,740.0904037956216,5
1000,64,2,0.363136,644.422402257836,1
1000,64,2,0.606912,693.7888886054566,3
1000,64,2,0.56768,798.9076836320746,2
1000,64,2,0.440128,621.4812767608818,3
1000,64,2,0.510464,807.3868683519033,2
1000,64,2,0.363456,666.7300141024109,2
1000,64,2,0.646208,698.2325394193526,4
1000,64,2,0.61536,801.8305191657993,3
1000,64,2,0.49184,818.1147904132613,2
1000,64,2,0.627712,728.5107140124047,4
1000,64,2,0.586304,745.8244225113893,3
1000,64,2,0.412864,724.1736649163068,3
1000,64,2,0.619968,835.5939751330899,5
1000,64,2,0.478272,728.7827919510468,3
1000,64,2,0.455552,663.3807716974934,2
1000,64,2,0.414976,810.3807716974934,2
1000,64,2,0.492288,727.9249275747777,4
1000,64,2,0.668032,749.0853531617382,5
1000,64,2,0.520896,718.6822868876584,3
1000,64,2,0.347968,648.6883835420683,2
1000,64,2,0.574272,829.0020920410531,3
1000,64,2,0.455104,608.2325394193525,2
1000,64,2,0.503232,572.9543648263005,1
1000,64,2,0.347712,617.5756851698603,1
1000,64,2,0.40256,833.4995667241113,2
1000,64,2,0.701632,828.1858582251267,5
1000,64,2,0.789888,611.8061325481598,5
1000,64,2,0.415168,550.4396462005392,3
1000,64,2,0.777984,834.8305191657993,6
1000,64,2,0.577088,770.1320343559642,2
1000,64,2,0.228288,690.4457428549491,0
1000,64,2,0.769728,750.3452377915606,7
1000,64,2,0.256,561.7117241391813,2
1000,64,2,0.624192,736.1503243191939,3
1000,64,2,0.618944,941.683332908185,4
1000,64,2,0.525184,745.4457428549491,3
1000,64,2,0.632576,676.0315292925759,3
1000,64,2,0.61024,722.9543648263005,3
1000,64,2,0.615744,667.2325394193525,2
1000,64,2,0.32288,651.6467529817257,2
1000,64,2,0.561344,879.8132752230962,4
1000,64,2,0.650816,710.6822868876584,5
1000,64,2,0.65248,782.2152954766494,3
1000,64,2,0.537856,741.5817818242701,2
1000,64,2,0.582912,710.7472580451141,2
1000,64,2,0.66688,777.7594513539337,5
1000,64,2,0.532096,987.3046532517446,2
1000,64,2,0.569536,695.0670631985087,4
1000,64,2,0.439296,595.6467529817257,1
1000,64,2,0.709824,733.144227664784,5
1000,64,2,0.564416,737.9482681718907,4
1000,64,2,0.584384,802.7005768508881,3
1000,100,2,0.6058,509.4985207035849,2
1000,100,2,0.765,476.2081528017131,2
1000,100,2,0.433,563.5218613006979,1
1000,100,2,0.6479,535.5573952066306,2
1000,100,2,0.436,534.0243866176395,2
1000,100,2,0.5839,655.8416664540925,2
1000,100,2,0.6695,565.1787155501903,3
1000,100,2,0.4412,478.9655121145938,3
1000,100,2,0.598,520.1726188957804,2
1000,100,2,0.8418,571.8650070512055,3
1000,100,2,0.3455,308.095454429505,3
1000,100,2,0.5377,637.19090885901,4
1000,100,2,0.5407,422.69343417595167,2
1000,100,2,0.6046,580.7645019878171,2
1000,100,2,0.7319,517.2020561473032,4
1000,100,2,0.3851,612.3685783886737,0
1000,100,2,0.6157,515.2975105768082,4
1000,100,2,0.6065,390.4863273947651,3
1000,100,2,0.5523,526.9543648263005,4
1000,100,2,0.5838,460.5340546095176,3
1000,100,2,0.6833,564.5279579551078,4
1000,100,2,0.4297,518.7350647362944,3
1000,100,2,0.331,410.350288425444,3
1000,100,2,0.8454,543.4152595828997,3
1000,100,2,0.5908,511.2975105768082,4
1000,100,2,0.4899,477.5990257669732,2
1000,100,2,0.5778,526.8294731452727,2
1000,100,2,0.5137,451.5929291125633,2
1000,100,2,0.5246,452.7350647362943,3
1000,100,2,0.3247,450.8294731452728,2
1000,100,2,0.4279,567.7827919510468,2
1000,100,2,0.5203,533.2914139223983,4
1000,100,2,0.5853,492.40916292848976,2
1000,100,2,0.5363,557.5452018978108,1
1000,100,2,0.8151,440.0660171779821,3
