Resolution,Subsamples,Blobiness,M0,M1,M2
600,100,2,0.5416666666666666,283.2670273047588,1
600,100,2,0.65,355.095454429505,2
600,100,2,0.4997222222222222,248.1543289325507,1
600,100,2,0.2708333333333333,191.3319984622144,2
600,100,2,0.4211111111111111,256.7106781186548,4
600,100,2,0.5272222222222223,298.89444430272835,5
600,100,2,0.38,275.9888527117068,1
600,100,2,0.4397222222222222,270.3380951166243,1
600,100,2,0.4847222222222222,390.2081528017131,3
600,100,2,0.7886111111111112,335.118795026618,3
600,100,2,0.6461111111111111,352.95941546018395,2
600,100,2,0.5747222222222222,321.50966799187813,3
600,100,2,0.3380555555555555,162.0243866176395,2
600,100,2,0.1769444444444444,170.36143571373725,2
600,100,2,0.5283333333333333,351.79393923934003,5
600,100,2,0.6377777777777778,315.095454429505,3
700,4,2,0.589869387755102,5957.956995273601,19
700,4,2,0.5558285714285714,5981.827052958691,16
700,4,2,0.5262040816326531,6356.836287674679,16
700,4,2,0.5480244897959183,5926.585458292098,21
700,16,2,0.6229877551020409,1734.1301217836606,11
700,16,2,0.6248163265306123,1664.7453454728104,10
700,16,2,0.5231346938775511,1594.1473657263637,8
700,16,2,0.6382040816326531,1528.2468247692254,6
700,16,2,0.564538775510204,1707.7209588551707,5
700,16,2,0.547134693877551,1640.8691911333117,4
700,16,2,0.5895510204081633,1838.917964368591,8
700,16,2,0.4724244897959184,1699.301694658914,4
700,16,2,0.5399836734693878,1737.76363543604,7
700,16,2,0.527934693877551,1716.1900423072327,7
700,16,2,0.5866775510204082,1825.8874810965413,9
700,16,2,0.545665306122449,1734.4143930311225,7
700,16,2,0.6356571428571428,1757.012372777569,10
700,16,2,0.4012408163265306,1576.5859659063765,2
700,16,2,0.5168,1576.8397538817887,8
700,16,2,0.5429551020408163,1635.2955980045044,8
700,25,2,0.6343877551020408,1100.5594872476838,8
700,25,2,0.5978061224489796,1296.0397179880388,6
700,25,2,0.5338775510204081,1107.1269837220807,5
700,25,2,0.5425510204081633,1103.7493500861672,6
700,25,2,0.7375510204081632,963.150324319194,6
700,25,2,0.6293367346938775,1007.0914498161482,4
700,25,2,0.6035204081632654,1243.9625535217635,5
700,25,2,0.5657142857142857,1018.074205873445,2
700,25,2,0.5590306122448979,1229.0813485483814,5
700,25,2,0.4481122448979592,1097.329039869384,3
700,25,2,0.4925,1236.0458146424487,2
700,25,2,0.6496938775510204,1108.3706704297267,6
700,25,2,0.4827551020408163,1055.9919907732865,4
700,25,2,0.6675,1180.7077195258244,7
700,25,2,0.4476530612244898,1100.2407281148155,4
700,25,2,0.5540816326530612,1255.4183976444792,6
700,25,2,0.4740306122448979,1095.5483399593904,3
700,25,2,0.5451020408163265,1259.5422433049805,1
700,25,2,0.5301020408163265,1171.7138161802343,5
700,25,2,0.5706632653061224,1102.3706704297267,5
700,25,2,0.6620408163265306,1237.9980874276962,8
700,25,2,0.3821428571428571,1114.1046891454944,4
700,25,2,0.4994387755102041,1130.5777772109134,5
700,25,2,0.4844897959183673,1061.488419435818,4
700,25,2,0.5804591836734694,1179.0863991822648,7
700,49,2,0.6098,567.7411613907042,3
700,49,2,0.6439,736.3513344459706,4
700,49,2,0.7217,647.5046173579948,4
700,49,2,0.4057,552.1848122046,2
700,49,2,0.5759,664.8183258569795,5
700,49,2,0.5787,639.6406563273158,3
700,49,2,0.7613,632.6284630184961,3
700,49,2,0.6532,675.8772003600252,3
700,49,2,0.5867,738.5939751330899,6
700,49,2,0.5661,604.0254326381661,6
700,49,2,0.5825,607.9838020778235,4
700,49,2,0.6421,756.1147904132612,5
700,49,2,0.4718,666.2386360737624,4
700,49,2,0.655,613.605122421383,6
700,49,2,0.6255,554.2497833620557,3
700,49,2,0.5355,574.1848122046001,4
700,49,2,0.5059,531.3746750430836,3
700,49,2,0.6955,516.1614716074871,4
700,49,2,0.5693,788.0081886954629,5
700,49,2,0.5059,710.7949852598665,2
700,49,2,0.3716,595.1553749530773,1
700,49,2,0.4574,600.2152954766495,3
700,49,2,0.6575,649.889393668845,4
700,49,2,0.5949,653.475180106472,3
700,49,2,0.5322,498.7533546995239,6
700,49,2,0.6188,622.6761902332486,3
700,49,2,0.4737,609.7117241391812,3
700,49,2,0.5709,678.9432175380074,5
700,49,2,0.6013,646.5584412271572,3
700,49,2,0.5243,621.5756851698602,6
700,49,2,0.504,713.5939751330899,2
700,49,2,0.3989,719.8427124746189,1
700,49,2,0.4019,590.303607231218,2
700,49,2,0.6529,649.0965004500315,6
700,49,2,0.5248,679.6467529817257,3
700,49,2,0.5477,666.5046173579948,5
700,49,2,0.4755,708.1147904132612,2
700,49,2,0.5201,693.9909447527599,2
700,49,2,0.7044,624.8122292025697,5
700,49,2,0.6211,633.7888886054567,4
700,49,2,0.6383,735.0670631985087,6
700,49,2,0.5024,640.9604614807105,3
700,49,2,0.657,625.0965004500315,5
700,49,2,0.5659,616.3513344459706,5
700,49,2,0.2952,493.47518010647184,0
700,49,2,0.4022,571.8599564173221,3
700,49,2,0.4457,554.7533546995239,4
700,49,2,0.4825,503.08430714121175,1
700,49,2,0.559,661.5462479183374,4
700,100,2,0.5065306122448979,338.16042558696057,1
700,100,2,0.8836734693877552,350.0243866176395,4
700,100,2,0.4204081632653061,405.2081528017131,1
700,100,2,0.6642857142857143,401.1309883354377,1
700,100,2,0.6438775510204081,351.3380951166243,3
700,100,2,0.2665306122448979,196.7401153701776,2
700,100,2,0.5512244897959183,330.1309883354378,3
700,100,2,0.3830612244897959,369.515764646288,1
700,100,2,0.6785714285714286,334.61017305526644,3
700,100,2,0.7812244897959184,344.22539674441623,1
700,100,2,0.6236734693877551,354.7878425849301,4
700,100,2,0.523673469387755,403.515764646288,3
700,100,2,0.6787755102040817,448.4213562373095,6
700,100,2,0.6277551020408163,369.1726188957803,3
700,100,2,0.7842857142857143,386.7106781186548,4
700,100,2,0.4408163265306122,320.47413408594537,1
700,100,2,0.5793877551020408,409.9716087690037,3
700,100,2,0.656530612244898,355.1959594928933,3
700,100,2,0.7038775510204082,380.3675323681472,2
700,100,2,0.786530612244898,335.7401153701776,2
700,100,2,0.6908163265306122,369.5746391493337,3
700,100,2,0.7512244897959184,369.373629022557,2
700,100,2,0.5275510204081633,377.515764646288,2
700,100,2,0.5985714285714285,394.9716087690037,3
700,100,2,0.4714285714285714,340.40306627407995,1
700,100,2,0.5669387755102041,407.5807358037436,2
700,100,2,0.7293877551020408,428.2731239591687,4
700,100,2,0.5155102040816326,336.0426765808692,2
700,100,2,0.5063265306122449,302.33809511662423,3
700,100,2,0.47,313.82337649086287,2
700,100,2,0.6891836734693878,326.5035713374682,2
700,100,2,0.3861224489795918,286.36143571373725,1
700,100,2,0.6685714285714286,331.8528137423857,3
700,100,2,0.6193877551020408,376.3086578651015,2
700,100,2,0.4959183673469388,356.1959594928933,1
700,100,2,0.7285714285714285,318.99494936611666,3
700,100,2,0.5065306122448979,418.8294731452728,3
700,100,2,0.4846938775510204,388.072113832392,1
700,100,2,0.4363265306122449,294.40916292848976,2
700,100,2,0.3797959183673469,349.1370849898476,0
700,100,2,0.3324489795918367,293.76450198781714,1
700,100,2,0.443469387755102,356.5868324581534,1
700,100,2,0.7940816326530612,318.05992052357226,3
700,100,2,0.73,402.34419177103416,3
700,100,2,0.1910204081632653,255.05992052357223,1
700,100,2,0.4220408163265306,302.1015510839149,3
700,100,2,0.7081632653061225,410.8294731452727,4
700,100,2,0.5663265306122449,376.6812408671319,1
700,100,2,0.4273469387755102,291.3025612106915,3
700,100,2,0.62,377.1726188957804,4
700,100,2,0.4857142857142857,464.3919189857867,2
700,100,2,0.7083673469387755,383.2314933988261,3
700,100,2,0.5432653061224489,347.5096679918781,2
700,100,2,0.5314285714285715,438.21424945612296,2
700,100,2,0.5369387755102041,363.4152595828996,3
700,100,2,0.7810204081632653,402.8944443027283,5
700,100,2,0.5893877551020408,401.03048327204937,2
700,100,2,0.8061224489795918,377.6812408671319,5
700,100,2,0.3840816326530612,319.27922061357856,2
700,100,2,0.3591836734693877,280.5512985522207,2
700,100,2,0.6571428571428571,419.8650070512055,2
700,100,2,0.5422448979591836,345.0365799264593,3
700,100,2,0.4816326530612245,258.3675323681471,3
700,100,2,0.4524489795918367,333.37972567696687,1
700,100,2,0.4857142857142857,326.6518036156091,3
700,100,2,0.2928571428571428,378.0010460205265,1
700,100,2,0.3740816326530612,345.5512985522207,2
700,100,2,0.6814285714285714,288.8528137423857,4
700,100,2,0.6989795918367347,326.40916292848976,3
700,100,2,0.5851020408163266,339.81727983645294,2
700,100,2,0.4342857142857143,351.3319984622144,2
700,100,2,0.5826530612244898,442.8711037056154,4
700,100,2,0.4755102040816326,339.1309883354377,2
700,100,2,0.4865306122448979,400.56349186104046,3
700,100,2,0.576734693877551,452.9005409571382,2
700,100,2,0.8251020408163265,298.22539674441623,3
700,100,2,0.436530612244898,344.92997820866105,2
700,100,2,0.6283673469387755,362.6873375215418,3
700,100,2,0.3738775510204081,328.38582233137674,2
700,100,2,0.6246938775510205,340.2731239591687,3
700,100,2,0.6948979591836735,334.8883476483185,4
700,100,2,0.6434693877551021,444.5929291125633,4
700,100,2,0.3659183673469388,315.89444430272835,2
700,100,2,0.3281632653061224,379.5573952066306,1
700,100,2,0.5616326530612245,363.1309883354377,2
700,100,2,0.740204081632653,426.8650070512055,3
700,100,2,0.5079591836734694,469.69343417595167,2
700,100,2,0.8483673469387755,378.8528137423857,4
700,100,2,0.6583673469387755,402.8294731452727,3
700,100,2,0.5795918367346938,371.5746391493336,4
700,100,2,0.7334693877551021,264.2253967444162,3
700,100,2,0.5763265306122449,438.2203461105328,3
700,100,2,0.5202040816326531,339.27922061357856,4
700,100,2,0.3142857142857143,298.8528137423857,2
700,100,2,0.4361224489795918,292.2670273047588,2
700,100,2,0.2597959183673469,295.79393923934,3
700,100,2,0.4553061224489796,348.7462120245875,3
700,100,2,0.1263265306122448,241.22539674441617,0
700,100,2,0.6526530612244898,379.2375900532359,2
700,100,2,0.4312244897959184,375.9594154601839,2
800,4,2,0.55405625,6779.072831707389,12
800,4,2,0.55454375,6940.031201147047,12
800,4,2,0.5538875,7006.8484809835,22
800,4,2,0.5060875,7167.436359462179,9
800,16,2,0.58625,1966.4915574973977,5
800,16,2,0.57175,2005.3910524340088,11
800,16,2,0.57245,1948.272257407392,6
