Sample,Avg_diameter,Porosity,Surface,Euler_total,Euler_mean_vol,Euler_mean_shape,Permeability,Energy
1,0.00619793784720705,0.9787654678279699,25.638174685939003,1442,1442.0,1,8.139690616507194e-05,8.009444962835638e-05
2,0.00619793784720705,0.95670243022806,36.561243576213,1442,1442.0,1,5.9767861916223356e-05,5.8797752783348304e-05
3,0.00619793784720705,0.95670390652503,36.570644551716,1442,1442.0,1,5.975004663501648e-05,5.877051958142389e-05
4,0.00619793784720705,0.9568075637348,36.461939745651996,1441,1441.0,1,6.033996349372208e-05,5.935154742834478e-05
5,0.00619793784720705,0.95690556868683,36.41110874588,1438,1438.0,1,5.9427864221146596e-05,5.845570426397067e-05
6,0.00619793784720705,0.95672221525606,36.536002734124,1444,1444.0,1,5.96805718883973e-05,5.8687213481996494e-05
7,0.006197937847207051,0.9566864461358,36.551193452528,1445,1445.0,1,6.161483120187917e-05,6.063018724975688e-05
8,0.006197937847207051,0.95665545366731,36.633218676113,1445,1445.0,1,5.8737139424915945e-05,5.775902151177288e-05
9,0.00619793784720705,0.9568731054280101,36.413857178065,1442,1442.0,1,5.9932785356755494e-05,5.895309678695952e-05
10,0.00619793784720705,0.95660737661279,36.653991717789005,1446,1446.0,1,5.9571115686609986e-05,5.858836661824739e-05
11,0.00619793784720705,0.9567575798549101,36.524911711147,1442,1442.0,1,6.0176496645558854e-05,5.919132979556856e-05
12,0.00619793784720705,0.95678747240372,36.507191222789004,1441,1441.0,1,5.851590344655972e-05,5.755897245072236e-05
13,0.00619793784720705,0.9567243983545101,36.569338994162,1441,1441.0,1,6.00221123000519e-05,5.904714685973775e-05
14,0.00619793784720705,0.95669521457297,36.583550161403,1442,1442.0,1,6.022584407306588e-05,5.924718635335949e-05
15,0.00619793784720705,0.9567846379680699,36.497348868235996,1441,1441.0,1,5.9848618019952956e-05,5.8841140022516546e-05
16,0.00619793784720705,0.95681226936915,36.50161164729,1441,1441.0,1,6.141582936539074e-05,6.042640117400041e-05
17,0.00619793784720705,0.9567771897371801,36.498035770538,1442,1442.0,1,6.001030758020779e-05,5.902607354287285e-05
18,0.00619793784720705,0.9567702539751101,36.515159312129995,1443,1443.0,1,6.20725577071055e-05,6.107747229037934e-05
19,0.006197937847207051,0.95663078419852,36.611955255651004,1445,1445.0,1,5.949916657392684e-05,5.8522746454602976e-05
20,0.00619793784720705,0.95658235796542,36.700470068116005,1446,1446.0,1,5.893688270364593e-05,5.795812350270858e-05
21,0.006197937847207051,0.95657987529024,36.665884663596,1445,1445.0,1,5.824051278032195e-05,5.7267938076438786e-05
22,0.00619793784720705,0.9566954712230699,36.583339645651996,1442,1442.0,1,6.019334040653223e-05,5.9213164404136e-05
23,0.00619793784720705,0.95678808494548,36.493800185871,1442,1442.0,1,5.9306285011525175e-05,5.833698190536156e-05
24,0.00619793784720705,0.9567173017009101,36.568309013012,1442,1442.0,1,5.983800790469026e-05,5.8862164873360976e-05
25,0.00619793784720705,0.9568396953074101,36.454191235134,1439,1439.0,1,5.9505469966884494e-05,5.853593466941029e-05
