Resolution,Subsamples,Blobiness,M0,M1,M2
600,100,5,0.5972222222222222,579.8244225113893,8
600,100,5,0.6658333333333334,566.2386360737623,7
600,100,5,0.4988888888888889,571.4102089490162,4
600,100,5,0.6072222222222222,490.9898987322333,8
600,100,5,0.4916666666666666,549.3097038856279,8
600,100,5,0.6283333333333333,509.50461735799473,8
600,100,5,0.6022222222222222,499.5401512639275,5
600,100,5,0.5733333333333334,637.5584412271572,8
600,100,5,0.5961111111111111,561.7827919510468,4
600,100,5,0.6677777777777778,570.9665581351203,14
600,100,5,0.5555555555555556,542.303607231218,5
600,100,5,0.5961111111111111,525.9482681718906,6
600,100,5,0.6236111111111111,532.9188309203678,10
600,100,5,0.5494444444444444,569.9959953866431,8
600,100,5,0.4708333333333333,567.6822868876584,6
600,100,5,0.6163888888888889,546.9188309203678,7
600,100,5,0.5522222222222222,545.0904037956217,7
600,100,5,0.645,588.4163056034262,8
600,100,5,0.4425,532.5046173579948,2
600,100,5,0.6297222222222222,537.8832970144351,8
600,100,5,0.5788888888888889,574.8244225113893,8
600,100,5,0.6097222222222223,582.6173157302029,9
600,100,5,0.6863888888888889,631.2091988222396,9
600,100,5,0.6086111111111111,557.6528496361356,7
600,100,5,0.4552777777777778,487.0904037956216,0
600,100,5,0.3794444444444444,559.5462479183374,1
600,100,5,0.4369444444444444,482.1553749530772,1
600,100,5,0.4794444444444444,555.6173157302028,4
600,100,5,0.5227777777777778,475.7827919510467,2
600,100,5,0.4455555555555555,500.64065632731575,5
600,100,5,0.6330555555555556,542.4396462005391,8
600,100,5,0.5872222222222222,564.4396462005391,6
600,100,5,0.6241666666666666,544.5817818242701,10
600,100,5,0.6183333333333333,495.8538597629122,6
600,100,5,0.5047222222222222,469.469083452062,5
600,100,5,0.5227777777777778,511.0609665440988,5
600,100,5,0.5091666666666667,440.5340546095176,4
600,100,5,0.4411111111111111,518.1970055134199,2
600,100,5,0.5247222222222222,517.6822868876585,8
600,100,5,0.5905555555555555,489.43964620053913,8
600,100,5,0.5811111111111111,567.2386360737626,8
600,100,5,0.5066666666666667,521.6822868876584,8
600,100,5,0.3958333333333333,450.4041122946064,1
600,100,5,0.4663888888888889,571.475180106472,4
600,100,5,0.5961111111111111,565.2741699796952,9
600,100,5,0.5475,495.2619766708754,7
600,100,5,0.5508333333333333,539.9959953866432,6
600,100,5,0.5180555555555556,533.445742854949,9
600,100,5,0.5969444444444445,500.43964620053913,11
600,100,5,0.7505555555555555,560.9249275747777,13
600,100,5,0.6866666666666666,576.7117241391813,8
600,100,5,0.5633333333333334,513.8832970144351,10
600,100,5,0.3738888888888889,483.8477631085024,-1
600,100,5,0.6366666666666667,625.6295090390225,12
600,100,5,0.4225,495.2619766708754,4
600,100,5,0.5619444444444445,448.5756851698602,6
600,100,5,0.5305555555555556,555.0670631985087,10
600,100,5,0.5325,565.8538597629122,5
600,100,5,0.4780555555555555,541.5462479183373,5
600,100,5,0.4272222222222222,488.2264427649427,1
600,100,5,0.5961111111111111,612.1086937588512,7
600,100,5,0.6352777777777778,575.6528496361357,11
600,100,5,0.5213888888888889,575.5107140124046,3
600,100,5,0.5194444444444445,576.309703885628,4
600,100,5,0.6097222222222223,619.9015869776647,8
600,100,5,0.5291666666666667,513.3980156401965,3
600,100,5,0.5197222222222222,552.5817818242701,5
600,100,5,0.6438888888888888,547.4812767608818,11
600,100,5,0.4433333333333333,481.2325394193526,0
600,100,5,0.5625,593.7300141024109,6
600,100,5,0.5402777777777777,522.469083452062,7
600,100,5,0.6922222222222222,553.5523445727472,12
600,100,5,0.6033333333333334,546.4812767608817,9
600,100,5,0.5025,546.9898987322333,7
600,100,5,0.5838888888888889,607.6234123846127,5
600,100,5,0.5472222222222223,506.8538597629122,9
600,100,5,0.4252777777777777,476.91883092036784,5
600,100,5,0.5038888888888889,502.2680733252853,5
600,100,5,0.5283333333333333,567.6234123846127,8
600,100,5,0.5111111111111111,550.7888886054567,3
600,100,5,0.4919444444444444,490.1970055134199,2
600,100,5,0.5544444444444444,598.2031021678297,5
600,100,5,0.6333333333333333,582.5168106668144,9
600,100,5,0.6130555555555556,576.8183258569795,11
600,100,5,0.5227777777777778,541.8183258569795,5
600,100,5,0.4425,450.7533546995239,7
600,100,5,0.4113888888888889,525.7827919510468,0
600,100,5,0.52,609.1381310103741,9
600,100,5,0.6205555555555555,558.7239174480011,9
700,4,5,0.564334693877551,13484.310273083847,81
700,4,5,0.5468081632653061,13241.22701196316,46
700,4,5,0.5393224489795918,13861.80269713302,25
700,4,5,0.5436163265306122,13462.014854548092,62
700,16,5,0.5650285714285714,3474.1912677965083,20
700,16,5,0.5877224489795918,3478.69988976786,39
700,16,5,0.5395591836734693,3444.818684794478,19
700,16,5,0.5866122448979592,3397.6937931134503,25
700,16,5,0.5585632653061224,3610.191267796509,25
700,16,5,0.5460244897959183,3552.037984884485,21
700,16,5,0.5504326530612245,3476.191267796509,18
700,16,5,0.5106285714285714,3559.71208307668,6
700,16,5,0.5503346938775511,3624.901945915163,7
700,16,5,0.5353469387755102,3472.641015264814,8
700,16,5,0.5656163265306122,3648.209557759738,29
700,16,5,0.5478857142857143,3541.031888230074,20
700,16,5,0.5797224489795918,3571.303966168716,28
700,16,5,0.4918857142857142,3595.458295101268,7
700,16,5,0.5223836734693877,3485.398374577695,19
700,16,5,0.5385795918367347,3416.457249080741,22
700,25,5,0.5787755102040816,2202.765727477093,12
700,25,5,0.5648979591836735,2342.168793751173,24
700,25,5,0.5737755102040817,2347.890619158121,22
700,25,5,0.5248469387755103,2104.2976900455574,9
700,25,5,0.6308673469387756,2251.0560953789645,23
700,25,5,0.5629591836734694,2312.564717350316,17
700,25,5,0.5797959183673469,2305.541376753203,21
700,25,5,0.559234693877551,2297.8967158125306,21
700,25,5,0.5437755102040817,2258.233764908628,7
700,25,5,0.5065306122448979,2200.36370722354,6
700,25,5,0.5457142857142857,2376.8611819065977,11
700,25,5,0.5726020408163265,2279.819551346255,12
700,25,5,0.5081632653061224,2254.9494936611663,12
700,25,5,0.5954591836734694,2337.920056409644,22
700,25,5,0.4783163265306122,2338.275395468971,2
700,25,5,0.5556122448979591,2500.559666716433,11
700,25,5,0.5169387755102041,2296.315980008787,5
700,25,5,0.548265306122449,2461.423627747112,13
700,25,5,0.5446938775510204,2386.997220875919,16
700,25,5,0.5714795918367347,2329.7962107491426,18
700,25,5,0.5837244897959184,2311.576910659136,20
700,25,5,0.4928571428571429,2488.0155108391486,8
700,25,5,0.5172448979591837,2416.5241328105003,8
700,25,5,0.5010714285714286,2183.789068074206,14
700,25,5,0.5554081632653062,2153.937300352347,18
700,49,5,0.5618,1160.3656197958437,10
700,49,5,0.6015,1252.809270609739,14
700,49,5,0.643,1219.4600282048218,15
700,49,5,0.5098,1170.1818536117698,9
700,49,5,0.5518,1201.8265145524424,5
700,49,5,0.553,1235.5666299226202,8
700,49,5,0.6342,1255.6671349860085,18
700,49,5,0.5813,1182.2051942088829,8
700,49,5,0.559,1418.3128419472075,12
700,49,5,0.5529,1156.6904755831215,16
700,49,5,0.5655,1292.383909759073,15
700,49,5,0.5826,1262.9514062334704,11
700,49,5,0.5136,1212.4600282048218,6
700,49,5,0.5969,1064.6488450227787,10
700,49,5,0.5743,1244.9331162702406,12
700,49,5,0.5341,1055.9919907732865,7
700,49,5,0.5204,1167.9686501761737,7
700,49,5,0.6319,1180.6671349860085,17
700,49,5,0.5425,1183.6610383315983,10
700,49,5,0.5232,1208.9747468305832,4
700,49,5,0.4646,1259.738202797874,0
700,49,5,0.5281,1283.9514062334702,5
700,49,5,0.5813,1245.0580079512686,13
700,49,5,0.5601,1167.6021638285529,6
700,49,5,0.5184,1125.8620484583753,5
700,49,5,0.5653,1165.359523141433,13
700,49,5,0.5001,1279.2234841721124,6
700,49,5,0.5521,1254.0935418572012,7
700,49,5,0.598,1239.8569978244918,12
700,49,5,0.5083,1345.359523141433,4
700,49,5,0.5445,1273.4661248592315,7
700,49,5,0.4881,1309.2712113868652,7
700,49,5,0.4955,1244.6143571373725,6
700,49,5,0.6014,1255.3889603929565,10
700,49,5,0.5335,1332.6143571373725,7
700,49,5,0.553,1191.010280736516,7
700,49,5,0.5094,1255.288455329568,8
700,49,5,0.5415,1136.6671349860085,4
700,49,5,0.5692,1281.1585130146568,10
700,49,5,0.5909,1194.0458146424487,13
700,49,5,0.5894,1283.152416360247,14
700,49,5,0.5252,1234.6732316404184,9
700,49,5,0.5877,1232.359523141433,13
700,49,5,0.5563,1282.7148622007608,11
700,49,5,0.4543,1253.401153701776,2
700,49,5,0.4792,1278.300648638388,4
700,49,5,0.4715,1083.1046891454944,6
700,49,5,0.5202,1153.1107857999043,5
700,49,5,0.5571,1149.3412331782038,8
700,100,5,0.5065306122448979,654.1147904132611,3
700,100,5,0.6955102040816327,595.7827919510468,7
700,100,5,0.5071428571428571,671.6000717874997,8
700,100,5,0.6197959183673469,641.9015869776646,10
700,100,5,0.6212244897959184,596.2031021678297,6
700,100,5,0.4871428571428571,601.6650429449553,6
700,100,5,0.5089795918367347,574.8244225113893,4
700,100,5,0.4624489795918367,583.1320343559642,3
700,100,5,0.6024489795918367,680.8071785686863,10
700,100,5,0.6536734693877551,629.031529292576,9
700,100,5,0.5751020408163265,644.730014102411,9
700,100,5,0.5379591836734694,598.9249275747778,4
700,100,5,0.5806122448979592,655.5645378815669,11
700,100,5,0.5520408163265306,551.6467529817257,6
700,100,5,0.6561224489795918,657.7949852598665,12
700,100,5,0.5306122448979592,639.2213921310594,8
700,100,5,0.5259183673469388,584.7888886054567,5
700,100,5,0.6020408163265306,605.3746750430836,9
700,100,5,0.5963265306122449,623.9371208835975,7
700,100,5,0.6710204081632654,570.445742854949,6
700,100,5,0.5538775510204081,667.694480196478,4
700,100,5,0.6253061224489795,697.0437226013956,9
700,100,5,0.5593877551020409,613.0437226013958,11
700,100,5,0.5771428571428572,686.6295090390227,10
700,100,5,0.4993877551020408,705.5706345359769,8
700,100,5,0.5657142857142857,655.3574311003805,9
700,100,5,0.5877551020408164,644.9726547895303,5
700,100,5,0.5606122448979591,651.1147904132612,5
700,100,5,0.5295918367346939,553.3452377915606,4
700,100,5,0.4926530612244898,591.8010819142763,5
700,100,5,0.5846938775510204,635.0670631985085,8
700,100,5,0.4879591836734694,601.8893936688451,5
700,100,5,0.5983673469387755,552.9665581351203,5
700,100,5,0.5842857142857143,624.5168106668144,4
700,100,5,0.5571428571428572,670.1025971044414,5
700,100,5,0.6146938775510205,605.7888886054567,8
700,100,5,0.5269387755102041,635.2091988222396,4
700,100,5,0.4997959183673469,615.1025971044414,4
700,100,5,0.5163265306122449,587.7594513539337,5
700,100,5,0.4875510204081633,655.9371208835973,3
700,100,5,0.496734693877551,667.9371208835975,7
700,100,5,0.5004081632653061,587.7949852598665,4
700,100,5,0.5948979591836735,691.1564209736038,8
700,100,5,0.6387755102040816,604.7300141024109,7
700,100,5,0.3979591836734694,586.1086937588514,2
700,100,5,0.4753061224489796,570.6528496361354,3
700,100,5,0.6197959183673469,647.6295090390225,11
700,100,5,0.5483673469387755,669.866053071732,8
700,100,5,0.4846938775510204,643.1797615707168,4
700,100,5,0.519795918367347,661.422402257836,2
700,100,5,0.5628571428571428,712.1858582251266,5
700,100,5,0.6228571428571429,632.1797615707168,5
700,100,5,0.5320408163265307,652.1381310103741,3
700,100,5,0.5246938775510204,636.309703885628,2
700,100,5,0.5383673469387755,622.9371208835975,5
700,100,5,0.6210204081632653,675.6589462905455,12
700,100,5,0.5761224489795919,640.0315292925759,6
700,100,5,0.6375510204081632,636.730014102411,8
700,100,5,0.470204081632653,634.564537881567,7
700,100,5,0.4385714285714285,561.9310242291876,2
700,100,5,0.5963265306122449,706.7361107568208,10
700,100,5,0.5555102040816327,720.2863632885151,3
700,100,5,0.5073469387755102,659.0376259469857,5
700,100,5,0.5285714285714286,557.303607231218,2
700,100,5,0.5191836734693878,691.7300141024109,1
700,100,5,0.4548979591836735,675.9137802864844,6
700,100,5,0.4912244897959184,638.2152954766495,6
700,100,5,0.5720408163265306,692.5584412271571,6
700,100,5,0.6306122448979592,626.008188695463,8
700,100,5,0.5659183673469388,678.9726547895303,6
700,100,5,0.539795918367347,642.9371208835975,2
700,100,5,0.5308163265306123,684.6589462905454,7
700,100,5,0.5024489795918368,654.2031021678297,6
700,100,5,0.5293877551020408,654.0731598529186,4
700,100,5,0.5571428571428572,657.2802666341051,6
700,100,5,0.6618367346938776,663.8010819142764,10
700,100,5,0.5106122448979592,579.1381310103742,6
700,100,5,0.6048979591836735,656.1797615707168,12
700,100,5,0.4938775510204081,632.4873734152916,5
700,100,5,0.5955102040816327,632.0437226013956,10
700,100,5,0.5695918367346938,643.3513344459707,5
700,100,5,0.5630612244897959,640.0376259469858,6
700,100,5,0.5259183673469388,683.58787847868,4
700,100,5,0.4418367346938776,655.286363288515,2
700,100,5,0.560204081632653,667.4518395093589,4
700,100,5,0.64,705.6711395993651,9
700,100,5,0.5110204081632653,663.4873734152917,6
700,100,5,0.673469387755102,643.2447327281724,14
700,100,5,0.613265306122449,598.0020920410531,12
700,100,5,0.5548979591836735,599.1736649163068,10
700,100,5,0.6620408163265306,618.5878784786801,12
700,100,5,0.5402040816326531,629.3513344459705,6
700,100,5,0.519795918367347,692.6061684419095,7
700,100,5,0.4838775510204081,661.0792565073284,5
700,100,5,0.4691836734693878,654.4579361637687,4
700,100,5,0.3995918367346939,647.9015869776647,-1
700,100,5,0.4720408163265306,554.0904037956217,5
700,100,5,0.3477551020408163,577.3391411371507,-1
700,100,5,0.5638775510204082,638.3097038856279,3
700,100,5,0.4895918367346938,598.7533546995239,2
800,4,5,0.55654375,15182.50240743213,70
800,4,5,0.55395,15725.14201773892,47
800,4,5,0.5468125,15606.301397305351,67
